SiteName,Humidity,Temperature,Noise,PM2_5,PM10,ReceivedTime,ReportedTime-UTC
IOB-Air-Gen4-12062024,51.7,12.3,0,0,0,"1/16/2025, 10:41:46",2025-01-16T16:41:45.939Z
IOB-Air-Gen4-12062024,52.9,12.1,0,1,1,"1/16/2025, 10:41:06",2025-01-16T16:41:05.956Z
G-TH,55.2,12.8,0,4,4,"1/16/2025, 10:38:58",2025-01-16T16:38:58.497Z
G-TH,56.9,12.7,0,5,6,"1/16/2025, 10:38:28",2025-01-16T16:38:28.499Z
G-TH,56.1,12.6,0,4,4,"1/16/2025, 10:37:58",2025-01-16T16:37:58.498Z
G-TH,56.8,12.6,0,4,6,"1/16/2025, 10:37:29",2025-01-16T16:37:28.485Z
G-TH,58.1,12.4,0,5,6,"1/16/2025, 10:36:58",2025-01-16T16:36:58.462Z
G-TH,57.6,12.2,0,6,7,"1/16/2025, 10:36:28",2025-01-16T16:36:28.450Z
G-TH,56.0,12.1,0,6,7,"1/16/2025, 10:35:58",2025-01-16T16:35:58.475Z
IOB-Air-Gen4-12062024,54.4,12.2,0,0,0,"1/16/2025, 10:35:46",2025-01-16T16:35:45.875Z
G-TH,55.7,12.0,0,4,6,"1/16/2025, 10:35:29",2025-01-16T16:35:28.487Z
IOB-Air-Gen4-12062024,0.0,0.0,0,5,6,"1/16/2025, 10:35:05",2025-01-16T16:35:05.901Z
G-TH,54.7,12.1,0,2,2,"1/16/2025, 10:34:58",2025-01-16T16:34:58.426Z
G-TH,55.2,12.2,0,4,4,"1/16/2025, 10:34:28",2025-01-16T16:34:28.438Z
G-TH,54.5,12.6,0,4,7,"1/16/2025, 10:28:58",2025-01-16T16:28:58.293Z
G-TH,54.3,12.6,0,5,6,"1/16/2025, 10:28:28",2025-01-16T16:28:28.330Z
G-TH,53.7,12.5,0,4,4,"1/16/2025, 10:27:58",2025-01-16T16:27:58.268Z
G-TH,55.9,12.5,0,5,6,"1/16/2025, 10:27:28",2025-01-16T16:27:28.249Z
G-TH,56.7,12.4,0,4,4,"1/16/2025, 10:26:58",2025-01-16T16:26:58.238Z
G-TH,55.0,12.3,0,5,7,"1/16/2025, 10:26:28",2025-01-16T16:26:28.232Z
G-TH,54.1,12.5,0,5,6,"1/16/2025, 10:25:58",2025-01-16T16:25:58.222Z
G-TH,54.4,12.5,0,5,6,"1/16/2025, 10:25:28",2025-01-16T16:25:28.218Z
G-TH,54.9,12.5,0,4,4,"1/16/2025, 10:24:58",2025-01-16T16:24:58.211Z
G-TH,55.6,12.5,0,4,4,"1/16/2025, 10:24:28",2025-01-16T16:24:28.256Z
IOB-Air-Gen4-12062024,58.5,11.4,0,0,0,"1/16/2025, 10:23:46",2025-01-16T16:23:45.760Z
G-TH,56.9,12.1,0,5,6,"1/16/2025, 10:18:58",2025-01-16T16:18:58.157Z
G-TH,56.9,12.0,0,5,6,"1/16/2025, 10:18:28",2025-01-16T16:18:28.114Z
G-TH,56.4,11.8,0,4,4,"1/16/2025, 10:17:58",2025-01-16T16:17:58.133Z
IOB-Air-Gen4-12062024,56.6,11.1,0,0,0,"1/16/2025, 10:17:45",2025-01-16T16:17:45.687Z
G-TH,55.9,11.7,0,5,6,"1/16/2025, 10:17:28",2025-01-16T16:17:28.100Z
G-TH,56.1,11.6,0,5,7,"1/16/2025, 10:16:58",2025-01-16T16:16:58.095Z
G-TH,56.8,11.5,0,4,4,"1/16/2025, 10:16:28",2025-01-16T16:16:28.107Z
G-TH,55.8,11.5,0,5,6,"1/16/2025, 10:15:58",2025-01-16T16:15:58.068Z
G-TH,57.1,11.5,0,5,6,"1/16/2025, 10:15:28",2025-01-16T16:15:28.052Z
G-TH,58.0,11.4,0,4,4,"1/16/2025, 10:14:58",2025-01-16T16:14:58.048Z
G-TH,57.1,11.1,0,5,6,"1/16/2025, 10:14:28",2025-01-16T16:14:28.016Z
IOB-Air-Gen4-12062024,61.7,10.5,0,0,0,"1/16/2025, 10:11:46",2025-01-16T16:11:45.665Z
G-TH,58.0,11.0,0,5,6,"1/16/2025, 10:08:58",2025-01-16T16:08:57.913Z
G-TH,57.7,10.8,0,5,6,"1/16/2025, 10:08:28",2025-01-16T16:08:27.952Z
G-TH,58.4,10.8,0,4,6,"1/16/2025, 10:07:58",2025-01-16T16:07:57.878Z
G-TH,58.3,10.5,0,5,6,"1/16/2025, 10:07:28",2025-01-16T16:07:27.873Z
G-TH,58.5,10.3,0,6,7,"1/16/2025, 10:06:58",2025-01-16T16:06:57.853Z
G-TH,58.1,10.2,0,4,6,"1/16/2025, 10:06:28",2025-01-16T16:06:27.891Z
G-TH,58.8,10.3,0,4,6,"1/16/2025, 10:05:58",2025-01-16T16:05:57.831Z
IOB-Air-Gen4-12062024,60.9,9.8,0,0,0,"1/16/2025, 10:05:46",2025-01-16T16:05:45.571Z
G-TH,58.9,10.1,0,5,6,"1/16/2025, 10:05:28",2025-01-16T16:05:27.856Z
G-TH,59.7,10.1,0,4,4,"1/16/2025, 10:04:58",2025-01-16T16:04:57.807Z
G-TH,59.2,9.9,0,5,6,"1/16/2025, 10:04:28",2025-01-16T16:04:27.810Z
IOB-Air-Gen4-12062024,62.2,10.0,0,0,0,"1/16/2025, 09:59:45",2025-01-16T15:59:45.532Z
G-TH,58.0,10.2,0,5,7,"1/16/2025, 09:58:58",2025-01-16T15:58:57.701Z
G-TH,58.5,10.0,0,5,6,"1/16/2025, 09:58:28",2025-01-16T15:58:27.685Z
G-TH,59.1,9.8,0,4,4,"1/16/2025, 09:57:58",2025-01-16T15:57:57.680Z
G-TH,58.8,9.7,0,5,6,"1/16/2025, 09:57:27",2025-01-16T15:57:27.671Z
G-TH,57.3,9.6,0,6,7,"1/16/2025, 09:56:58",2025-01-16T15:56:57.670Z
G-TH,57.3,10.0,0,4,6,"1/16/2025, 09:56:27",2025-01-16T15:56:27.679Z
G-TH,57.3,10.1,0,4,4,"1/16/2025, 09:55:57",2025-01-16T15:55:57.674Z
G-TH,57.1,10.1,0,4,4,"1/16/2025, 09:55:28",2025-01-16T15:55:27.652Z
G-TH,57.6,10.0,0,4,4,"1/16/2025, 09:54:58",2025-01-16T15:54:57.641Z
G-TH,58.4,9.8,0,2,2,"1/16/2025, 09:54:27",2025-01-16T15:54:27.625Z
IOB-Air-Gen4-12062024,62.9,9.7,0,0,1,"1/16/2025, 09:54:25",2025-01-16T15:54:25.481Z
IOB-Air-Gen4-12062024,65.6,9.6,0,0,0,"1/16/2025, 09:53:45",2025-01-16T15:53:45.445Z
G-TH,57.6,10.0,0,5,6,"1/16/2025, 09:48:57",2025-01-16T15:48:57.526Z
G-TH,57.5,9.8,0,5,6,"1/16/2025, 09:48:28",2025-01-16T15:48:27.506Z
G-TH,57.2,9.7,0,3,4,"1/16/2025, 09:47:57",2025-01-16T15:47:57.492Z
IOB-Air-Gen4-12062024,64.6,8.7,0,0,0,"1/16/2025, 09:48:29",2025-01-16T15:47:45.389Z
G-TH,57.6,9.6,0,4,6,"1/16/2025, 09:47:27",2025-01-16T15:47:27.522Z
G-TH,57.7,9.5,0,4,6,"1/16/2025, 09:46:58",2025-01-16T15:46:57.461Z
G-TH,57.4,9.5,0,4,4,"1/16/2025, 09:46:28",2025-01-16T15:46:27.452Z
G-TH,56.8,9.7,0,4,4,"1/16/2025, 09:45:57",2025-01-16T15:45:57.442Z
G-TH,56.9,9.8,0,5,6,"1/16/2025, 09:45:27",2025-01-16T15:45:27.420Z
G-TH,57.5,9.9,0,4,4,"1/16/2025, 09:44:57",2025-01-16T15:44:57.450Z
G-TH,58.2,9.8,0,3,3,"1/16/2025, 09:44:27",2025-01-16T15:44:27.406Z
IOB-Air-Gen4-12062024,64.9,8.4,0,0,0,"1/16/2025, 09:42:25",2025-01-16T15:42:25.381Z
IOB-Air-Gen4-12062024,65.1,8.4,0,0,0,"1/16/2025, 09:41:45",2025-01-16T15:41:45.325Z
G-TH,55.6,9.7,0,4,4,"1/16/2025, 09:38:27",2025-01-16T15:38:27.353Z
G-TH,55.6,9.5,0,4,6,"1/16/2025, 09:37:57",2025-01-16T15:37:57.352Z
G-TH,56.5,9.3,0,5,7,"1/16/2025, 09:37:27",2025-01-16T15:37:27.390Z
G-TH,56.9,9.1,0,5,6,"1/16/2025, 09:36:57",2025-01-16T15:36:57.354Z
G-TH,56.8,8.9,0,4,4,"1/16/2025, 09:36:27",2025-01-16T15:36:27.353Z
IOB-Air-Gen4-12062024,63.4,8.7,0,0,0,"1/16/2025, 09:36:25",2025-01-16T15:36:25.313Z
G-TH,56.7,8.9,0,4,4,"1/16/2025, 09:35:57",2025-01-16T15:35:57.356Z
IOB-Air-Gen4-12062024,64.4,8.7,0,1,1,"1/16/2025, 09:35:45",2025-01-16T15:35:45.320Z
G-TH,57.8,9.0,0,2,4,"1/16/2025, 09:35:27",2025-01-16T15:35:27.357Z
G-TH,56.9,8.7,0,4,4,"1/16/2025, 09:34:57",2025-01-16T15:34:57.352Z
G-TH,56.6,8.6,0,3,3,"1/16/2025, 09:34:27",2025-01-16T15:34:27.355Z
G-TH,0.0,0.0,0,2,2,"1/16/2025, 09:33:57",2025-01-16T15:33:57.350Z
IOB-Air-Gen4-12062024,65.4,8.6,0,0,0,"1/16/2025, 09:30:25",2025-01-16T15:30:25.252Z
IOB-Air-Gen4-12062024,64.4,8.4,0,1,1,"1/16/2025, 09:29:45",2025-01-16T15:29:45.292Z
G-TH,58.7,8.7,0,5,6,"1/16/2025, 09:28:27",2025-01-16T15:28:27.350Z
G-TH,59.3,9.0,0,5,6,"1/16/2025, 09:27:57",2025-01-16T15:27:57.355Z
G-TH,58.9,8.7,0,4,6,"1/16/2025, 09:27:27",2025-01-16T15:27:27.348Z
G-TH,58.8,8.7,0,4,9,"1/16/2025, 09:26:57",2025-01-16T15:26:57.354Z
G-TH,58.5,8.6,0,4,6,"1/16/2025, 09:26:27",2025-01-16T15:26:27.350Z
G-TH,59.0,8.6,0,3,3,"1/16/2025, 09:25:57",2025-01-16T15:25:57.382Z
G-TH,58.3,8.3,0,4,4,"1/16/2025, 09:25:27",2025-01-16T15:25:27.382Z
G-TH,58.9,8.3,0,4,4,"1/16/2025, 09:24:58",2025-01-16T15:24:57.351Z
G-TH,58.4,8.3,0,3,3,"1/16/2025, 09:24:27",2025-01-16T15:24:27.346Z
IOB-Air-Gen4-12062024,65.1,8.0,0,0,0,"1/16/2025, 09:24:25",2025-01-16T15:24:25.168Z
G-TH,0.0,0.0,0,7,8,"1/16/2025, 09:23:57",2025-01-16T15:23:57.388Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/16/2025, 09:23:45",2025-01-16T15:23:45.167Z
G-TH,58.8,8.3,0,3,4,"1/16/2025, 09:18:27",2025-01-16T15:18:27.344Z
IOB-Air-Gen4-12062024,65.1,7.9,0,0,0,"1/16/2025, 09:18:25",2025-01-16T15:18:25.096Z
G-TH,58.6,8.2,0,5,7,"1/16/2025, 09:17:57",2025-01-16T15:17:57.330Z
G-TH,58.5,8.2,0,5,6,"1/16/2025, 09:17:28",2025-01-16T15:17:27.343Z
G-TH,58.7,8.3,0,4,4,"1/16/2025, 09:16:57",2025-01-16T15:16:57.341Z
G-TH,58.4,8.3,0,4,6,"1/16/2025, 09:16:27",2025-01-16T15:16:27.356Z
G-TH,58.5,8.2,0,5,6,"1/16/2025, 09:15:57",2025-01-16T15:15:57.349Z
G-TH,58.9,8.2,0,3,4,"1/16/2025, 09:15:28",2025-01-16T15:15:27.343Z
G-TH,58.7,8.2,0,3,4,"1/16/2025, 09:14:57",2025-01-16T15:14:57.336Z
G-TH,59.0,8.0,0,5,6,"1/16/2025, 09:14:27",2025-01-16T15:14:27.385Z
G-TH,59.1,8.0,0,2,2,"1/16/2025, 09:13:57",2025-01-16T15:13:57.336Z
IOB-Air-Gen4-12062024,65.9,7.7,0,0,0,"1/16/2025, 09:12:25",2025-01-16T15:12:25.032Z
G-TH,59.2,8.4,0,4,6,"1/16/2025, 09:08:27",2025-01-16T15:08:27.356Z
G-TH,58.6,8.2,0,4,6,"1/16/2025, 09:07:57",2025-01-16T15:07:57.333Z
G-TH,59.2,8.3,0,4,6,"1/16/2025, 09:07:27",2025-01-16T15:07:27.331Z
G-TH,59.2,8.3,0,4,4,"1/16/2025, 09:06:57",2025-01-16T15:06:57.377Z
G-TH,59.6,8.3,0,4,6,"1/16/2025, 09:06:27",2025-01-16T15:06:27.337Z
IOB-Air-Gen4-12062024,65.7,7.9,0,0,0,"1/16/2025, 09:06:25",2025-01-16T15:06:25.006Z
G-TH,59.7,8.3,0,4,4,"1/16/2025, 09:05:57",2025-01-16T15:05:57.370Z
G-TH,58.8,8.0,0,4,4,"1/16/2025, 09:05:28",2025-01-16T15:05:27.377Z
G-TH,58.8,8.1,0,3,3,"1/16/2025, 09:04:57",2025-01-16T15:04:57.330Z
G-TH,58.8,8.0,0,2,3,"1/16/2025, 09:04:27",2025-01-16T15:04:27.350Z
G-TH,59.5,8.0,0,3,3,"1/16/2025, 09:03:57",2025-01-16T15:03:57.347Z
IOB-Air-Gen4-12062024,66.8,7.5,0,0,0,"1/16/2025, 09:00:25",2025-01-16T15:00:24.934Z
IOB-Air-Gen4-12062024,68.2,7.0,0,0,0,"1/16/2025, 08:54:25",2025-01-16T14:54:24.887Z
IOB-Air-Gen4-12062024,72.0,6.6,0,0,0,"1/16/2025, 08:49:05",2025-01-16T14:49:04.853Z
IOB-Air-Gen4-12062024,71.8,6.5,0,0,0,"1/16/2025, 08:48:25",2025-01-16T14:48:24.794Z
IOB-Air-Gen4-12062024,72.3,6.0,0,1,1,"1/16/2025, 08:43:04",2025-01-16T14:43:04.802Z
IOB-Air-Gen4-12062024,72.3,6.0,0,0,0,"1/16/2025, 08:42:25",2025-01-16T14:42:24.751Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/15/2025, 13:53:09",2025-01-15T19:53:08.822Z
G-TH,89.7,10.0,0,5,6,"1/15/2025, 13:44:16",2025-01-15T19:44:15.863Z
G-TH,89.7,9.9,0,4,4,"1/15/2025, 13:43:46",2025-01-15T19:43:45.867Z
G-TH,89.7,9.9,0,5,7,"1/15/2025, 13:43:16",2025-01-15T19:43:15.862Z
G-TH,89.7,10.0,0,6,7,"1/15/2025, 13:42:46",2025-01-15T19:42:45.861Z
G-TH,89.7,10.0,0,4,6,"1/15/2025, 13:42:16",2025-01-15T19:42:15.859Z
G-TH,89.7,9.9,0,6,7,"1/15/2025, 13:41:46",2025-01-15T19:41:45.852Z
G-TH,89.7,10.0,0,6,7,"1/15/2025, 13:41:16",2025-01-15T19:41:15.877Z
G-TH,0.0,0.0,0,0,0,"1/15/2025, 13:40:46",2025-01-15T19:40:45.886Z
G-TH,89.7,9.7,0,6,8,"1/15/2025, 13:31:36",2025-01-15T19:31:36.249Z
G-TH,89.7,9.6,0,5,7,"1/15/2025, 13:31:06",2025-01-15T19:31:06.247Z
IOB-Air-Gen4-12062024,97.0,8.8,0,0,0,"1/15/2025, 12:55:22",2025-01-15T18:55:22.857Z
IOB-Air-Gen4-12062024,96.4,8.9,0,0,0,"1/15/2025, 12:49:22",2025-01-15T18:49:22.761Z
IOB-Air-Gen4-12062024,96.1,8.8,0,0,0,"1/15/2025, 12:44:02",2025-01-15T18:44:02.710Z
IOB-Air-Gen4-12062024,96.3,8.8,0,0,0,"1/15/2025, 12:43:22",2025-01-15T18:43:22.698Z
IOB-Air-Gen4-12062024,95.6,8.8,0,1,2,"1/15/2025, 12:39:21",2025-01-15T18:38:02.737Z
IOB-Air-Gen4-12062024,95.6,8.8,0,1,2,"1/15/2025, 12:38:03",2025-01-15T18:38:02.737Z
IOB-Air-Gen4-12062024,95.5,8.9,0,0,0,"1/15/2025, 12:37:22",2025-01-15T18:37:22.662Z
IOB-Air-Gen4-12062024,95.5,8.9,0,0,0,"1/15/2025, 12:39:21",2025-01-15T18:37:22.662Z
IOB-Air-Gen4-12062024,94.6,9.1,0,1,1,"1/15/2025, 12:32:02",2025-01-15T18:32:02.623Z
IOB-Air-Gen4-12062024,94.7,9.2,0,0,0,"1/15/2025, 12:31:22",2025-01-15T18:31:22.643Z
IOB-Air-Gen4-12062024,94.0,9.2,0,2,2,"1/15/2025, 12:26:02",2025-01-15T18:26:02.523Z
IOB-Air-Gen4-12062024,94.6,9.1,0,5,9,"1/15/2025, 12:25:26",2025-01-15T18:25:22.516Z
IOB-Air-Gen4-12062024,94.4,9.2,0,1,1,"1/15/2025, 12:20:02",2025-01-15T18:20:02.479Z
IOB-Air-Gen4-12062024,94.4,9.2,0,1,1,"1/15/2025, 12:22:22",2025-01-15T18:20:02.479Z
IOB-Air-Gen4-12062024,0.0,0.0,0,7,8,"1/15/2025, 12:19:22",2025-01-15T18:19:22.468Z
IOB-Air-Gen4-12062024,94.6,9.2,0,2,4,"1/15/2025, 12:14:02",2025-01-15T18:14:02.440Z
IOB-Air-Gen4-12062024,93.8,9.0,0,0,0,"1/15/2025, 12:08:02",2025-01-15T18:08:02.428Z
IOB-Air-Gen4-12062024,93.8,9.1,0,0,0,"1/15/2025, 12:02:02",2025-01-15T18:02:02.338Z
IOB-Air-Gen4-12062024,94.1,9.1,0,1,1,"1/15/2025, 11:56:02",2025-01-15T17:56:02.291Z
IOB-Air-Gen4-12062024,95.0,9.0,0,1,2,"1/15/2025, 11:50:02",2025-01-15T17:50:02.232Z
IOB-Air-Gen4-12062024,94.5,8.7,0,1,1,"1/15/2025, 11:44:02",2025-01-15T17:44:02.203Z
IOB-Air-Gen4-12062024,94.2,8.9,0,2,2,"1/15/2025, 11:38:42",2025-01-15T17:38:42.113Z
IOB-Air-Gen4-12062024,95.7,9.1,0,7,8,"1/15/2025, 11:38:02",2025-01-15T17:38:02.120Z
IOB-Air-Gen4-12062024,96.5,8.1,0,1,1,"1/15/2025, 10:54:59",2025-01-15T16:54:59.277Z
IOB-Air-Gen4-12062024,97.4,8.3,0,1,2,"1/14/2025, 16:15:07",2025-01-14T22:15:07.529Z
IOB-Air-Gen4-12062024,97.4,8.3,0,2,2,"1/14/2025, 16:14:27",2025-01-14T22:14:27.572Z
IOB-Air-Gen4-12062024,97.5,8.4,0,0,1,"1/14/2025, 16:03:07",2025-01-14T22:03:07.484Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 16:02:27",2025-01-14T22:02:27.521Z
IOB-Air-Gen4-12062024,97.5,8.4,0,0,0,"1/14/2025, 15:57:07",2025-01-14T21:57:07.434Z
IOB-Air-Gen4-12062024,97.3,8.4,0,0,0,"1/14/2025, 15:51:07",2025-01-14T21:51:07.436Z
IOB-Air-Gen4-12062024,97.3,8.4,0,1,1,"1/14/2025, 15:45:08",2025-01-14T21:45:07.409Z
IOB-Air-Gen4-12062024,97.4,8.4,0,0,0,"1/14/2025, 15:39:07",2025-01-14T21:39:07.325Z
IOB-Air-Gen4-12062024,97.3,8.4,0,0,0,"1/14/2025, 15:33:07",2025-01-14T21:33:07.294Z
IOB-Air-Gen4-12062024,97.4,8.4,0,0,0,"1/14/2025, 15:27:07",2025-01-14T21:27:07.254Z
IOB-Air-Gen4-12062024,97.3,8.5,0,0,0,"1/14/2025, 15:21:47",2025-01-14T21:21:47.264Z
IOB-Air-Gen4-12062024,97.5,8.5,0,0,0,"1/14/2025, 15:21:07",2025-01-14T21:21:07.214Z
IOB-Air-Gen4-12062024,97.5,8.5,0,1,1,"1/14/2025, 15:15:47",2025-01-14T21:15:47.162Z
IOB-Air-Gen4-12062024,97.5,8.4,0,0,0,"1/14/2025, 15:15:07",2025-01-14T21:15:07.191Z
IOB-Air-Gen4-12062024,97.4,8.4,0,1,1,"1/14/2025, 15:09:47",2025-01-14T21:09:47.135Z
IOB-Air-Gen4-12062024,97.3,8.4,0,0,0,"1/14/2025, 15:09:07",2025-01-14T21:09:07.107Z
IOB-Air-Gen4-12062024,96.7,8.4,0,0,0,"1/14/2025, 15:03:47",2025-01-14T21:03:47.064Z
IOB-Air-Gen4-12062024,95.9,7.8,0,0,0,"1/14/2025, 12:29:06",2025-01-14T18:29:06.299Z
IOB-Air-Gen4-12062024,95.3,7.7,0,1,1,"1/14/2025, 12:23:06",2025-01-14T18:23:06.281Z
IOB-Air-Gen4-12062024,95.0,7.9,0,1,1,"1/14/2025, 12:17:06",2025-01-14T18:17:06.202Z
IOB-Air-Gen4-12062024,94.3,7.9,0,1,1,"1/14/2025, 12:11:06",2025-01-14T18:11:06.197Z
IOB-Air-Gen4-12062024,93.5,8.1,0,0,0,"1/14/2025, 12:05:06",2025-01-14T18:05:06.111Z
IOB-Air-Gen4-12062024,92.5,8.5,0,0,1,"1/14/2025, 12:02:01",2025-01-14T17:59:46.075Z
IOB-Air-Gen4-12062024,92.7,8.5,0,0,0,"1/14/2025, 11:59:06",2025-01-14T17:59:06.075Z
IOB-Air-Gen4-12062024,92.7,8.5,0,0,0,"1/14/2025, 12:02:01",2025-01-14T17:59:06.075Z
IOB-Air-Gen4-12062024,91.7,8.6,0,0,0,"1/14/2025, 11:53:46",2025-01-14T17:53:46.055Z
IOB-Air-Gen4-12062024,90.8,8.9,0,0,0,"1/14/2025, 11:49:59",2025-01-14T17:47:45.990Z
IOB-Air-Gen4-12062024,90.7,8.9,0,0,0,"1/14/2025, 11:49:59",2025-01-14T17:47:05.980Z
IOB-Air-Gen4-12062024,90.7,8.9,0,0,0,"1/14/2025, 11:47:05",2025-01-14T17:47:05.980Z
IOB-Air-Gen4-12062024,89.3,9.0,0,0,0,"1/14/2025, 11:43:02",2025-01-14T17:41:45.975Z
IOB-Air-Gen4-12062024,89.3,9.0,0,0,0,"1/14/2025, 11:42:05",2025-01-14T17:41:45.975Z
IOB-Air-Gen4-12062024,89.0,9.0,0,1,7,"1/14/2025, 11:41:06",2025-01-14T17:41:05.958Z
IOB-Air-Gen4-12062024,89.0,9.0,0,1,7,"1/14/2025, 11:43:02",2025-01-14T17:41:05.958Z
IOB-Air-Gen4-12062024,87.2,9.1,0,0,1,"1/14/2025, 11:38:12",2025-01-14T17:35:45.911Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 11:35:21",2025-01-14T17:35:05.908Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 11:38:12",2025-01-14T17:35:05.908Z
IOB-Air-Gen4-12062024,85.4,9.2,0,0,0,"1/14/2025, 11:29:45",2025-01-14T17:29:45.865Z
IOB-Air-Gen4-12062024,84.3,9.3,0,0,0,"1/14/2025, 11:23:45",2025-01-14T17:23:45.802Z
IOB-Air-Gen4-12062024,81.9,9.4,0,0,0,"1/14/2025, 11:17:46",2025-01-14T17:17:45.747Z
IOB-Air-Gen4-12062024,80.3,9.5,0,0,0,"1/14/2025, 11:11:45",2025-01-14T17:11:45.696Z
IOB-Air-Gen4-12062024,79.5,9.6,0,0,0,"1/14/2025, 11:05:45",2025-01-14T17:05:45.682Z
IOB-Air-Gen4-12062024,79.4,9.5,0,0,0,"1/14/2025, 10:59:45",2025-01-14T16:59:45.588Z
IOB-Air-Gen4-12062024,79.2,9.5,0,0,0,"1/14/2025, 10:54:25",2025-01-14T16:54:25.558Z
IOB-Air-Gen4-12062024,79.3,9.5,0,1,1,"1/14/2025, 10:53:45",2025-01-14T16:53:45.595Z
IOB-Air-Gen4-12062024,79.2,9.5,0,0,0,"1/14/2025, 10:48:25",2025-01-14T16:48:25.562Z
IOB-Air-Gen4-12062024,79.3,9.5,0,0,0,"1/14/2025, 10:47:45",2025-01-14T16:47:45.508Z
IOB-Air-Gen4-12062024,78.8,9.5,0,0,0,"1/14/2025, 10:42:25",2025-01-14T16:42:25.500Z
IOB-Air-Gen4-12062024,78.8,9.5,0,0,0,"1/14/2025, 10:43:47",2025-01-14T16:42:25.500Z
IOB-Air-Gen4-12062024,79.2,9.6,0,0,0,"1/14/2025, 10:42:17",2025-01-14T16:41:45.466Z
IOB-Air-Gen4-12062024,79.2,9.6,0,0,0,"1/14/2025, 10:43:47",2025-01-14T16:41:45.466Z
IOB-Air-Gen4-12062024,79.2,9.5,0,0,0,"1/14/2025, 10:38:10",2025-01-14T16:36:25.417Z
IOB-Air-Gen4-12062024,79.3,9.5,0,1,1,"1/14/2025, 10:35:46",2025-01-14T16:35:45.414Z
IOB-Air-Gen4-12062024,79.4,9.5,0,0,0,"1/14/2025, 10:30:25",2025-01-14T16:30:25.363Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 10:29:45",2025-01-14T16:29:45.359Z
IOB-Air-Gen4-12062024,79.3,9.4,0,0,0,"1/14/2025, 10:24:25",2025-01-14T16:24:25.345Z
IOB-Air-Gen4-12062024,79.3,9.4,0,0,1,"1/14/2025, 10:18:25",2025-01-14T16:18:25.257Z
IOB-Air-Gen4-12062024,79.2,9.4,0,0,0,"1/14/2025, 10:12:25",2025-01-14T16:12:25.244Z
IOB-Air-Gen4-12062024,79.4,9.3,0,0,0,"1/14/2025, 10:06:25",2025-01-14T16:06:25.144Z
IOB-Air-Gen4-12062024,79.7,9.2,0,0,0,"1/14/2025, 10:00:25",2025-01-14T16:00:25.123Z
IOB-Air-Gen4-12062024,79.7,9.1,0,0,0,"1/14/2025, 09:54:25",2025-01-14T15:54:25.080Z
IOB-Air-Gen4-12062024,79.5,9.1,0,0,0,"1/14/2025, 09:49:05",2025-01-14T15:49:05.031Z
IOB-Air-Gen4-12062024,79.6,9.1,0,0,0,"1/14/2025, 09:48:25",2025-01-14T15:48:25.072Z
IOB-Air-Gen4-12062024,79.5,9.1,0,0,0,"1/14/2025, 09:43:05",2025-01-14T15:43:04.968Z
IOB-Air-Gen4-12062024,79.6,9.1,0,0,0,"1/14/2025, 09:42:25",2025-01-14T15:42:24.972Z
IOB-Air-Gen4-12062024,79.8,9.0,0,0,0,"1/14/2025, 09:37:05",2025-01-14T15:37:04.906Z
IOB-Air-Gen4-12062024,79.8,9.0,0,3,3,"1/14/2025, 09:36:25",2025-01-14T15:36:24.888Z
IOB-Air-Gen4-12062024,79.7,9.0,0,0,0,"1/14/2025, 09:31:05",2025-01-14T15:31:04.898Z
IOB-Air-Gen4-12062024,79.7,9.0,0,0,0,"1/14/2025, 09:30:24",2025-01-14T15:30:24.842Z
IOB-Air-Gen4-12062024,79.9,9.0,0,0,0,"1/14/2025, 09:25:04",2025-01-14T15:25:04.812Z
IOB-Air-Gen4-12062024,80.1,9.0,0,2,2,"1/14/2025, 09:24:24",2025-01-14T15:24:24.802Z
IOB-Air-Gen4-12062024,80.1,9.0,0,1,1,"1/14/2025, 09:19:04",2025-01-14T15:19:04.752Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 09:18:24",2025-01-14T15:18:24.747Z
IOB-Air-Gen4-12062024,80.1,8.9,0,0,0,"1/14/2025, 09:13:04",2025-01-14T15:13:04.694Z
IOB-Air-Gen4-12062024,79.7,9.0,0,0,0,"1/14/2025, 09:07:04",2025-01-14T15:07:04.653Z
IOB-Air-Gen4-12062024,79.7,8.9,0,0,0,"1/14/2025, 09:01:04",2025-01-14T15:01:04.653Z
IOB-Air-Gen4-12062024,79.4,8.9,0,0,0,"1/14/2025, 08:55:04",2025-01-14T14:55:04.556Z
IOB-Air-Gen4-12062024,79.4,8.8,0,0,0,"1/14/2025, 08:51:28",2025-01-14T14:49:04.511Z
IOB-Air-Gen4-12062024,79.4,8.8,0,0,0,"1/14/2025, 08:49:04",2025-01-14T14:49:04.511Z
IOB-Air-Gen4-12062024,79.0,8.8,0,0,0,"1/14/2025, 08:43:04",2025-01-14T14:43:04.448Z
IOB-Air-Gen4-12062024,79.1,8.8,0,0,0,"1/14/2025, 08:37:44",2025-01-14T14:37:44.418Z
